,open_price,high_price,low_price,close_price,date_price,volume
0,0.37249,0.374543,0.37249,0.374543,2023-03-04 18:00:00,593218721.5744294
1,0.375483,0.377808,0.37372,0.37372,2023-03-04 22:00:00,582646559.6459063
2,0.376292,0.376469,0.374884,0.374884,2023-03-05 02:00:00,555692625.6794187
3,0.374912,0.374912,0.373483,0.374554,2023-03-05 06:00:00,558006697.106222
4,0.373565,0.374055,0.373565,0.373655,2023-03-05 10:00:00,569476188.0531864
5,0.373207,0.373207,0.371698,0.372028,2023-03-05 14:00:00,530996119.8814762
6,0.370115,0.371361,0.370115,0.370464,2023-03-05 18:00:00,534378429.84015584
7,0.368689,0.370938,0.364557,0.364557,2023-03-05 22:00:00,680577574.8333594
8,0.36703,0.36703,0.364932,0.364932,2023-03-06 02:00:00,849101852.1055516
9,0.364333,0.365956,0.363255,0.365956,2023-03-06 06:00:00,1011408358.4642439
10,0.362701,0.36638,0.362701,0.36638,2023-03-06 10:00:00,1110245529.1916223
11,0.368044,0.372835,0.368044,0.372835,2023-03-06 14:00:00,1219119882.823745
12,0.373482,0.373482,0.372134,0.37216,2023-03-06 18:00:00,1262854131.7593207
13,0.370967,0.370967,0.369346,0.369346,2023-03-06 22:00:00,1238926011.8851256
14,0.369062,0.373268,0.369062,0.373268,2023-03-07 02:00:00,1208295061.3997004
15,0.370915,0.371805,0.369919,0.371805,2023-03-07 06:00:00,1176019152.7204347
16,0.372229,0.377414,0.372229,0.377414,2023-03-07 10:00:00,1454106634.9870868
17,0.380818,0.380818,0.377163,0.379942,2023-03-07 14:00:00,1493010002.4854357
18,0.381956,0.384747,0.381956,0.381962,2023-03-07 18:00:00,1600742015.3300393
19,0.381325,0.38339,0.377572,0.377572,2023-03-07 22:00:00,1607845210.2770042
20,0.380128,0.380572,0.373573,0.376085,2023-03-08 02:00:00,1661646091.964793
21,0.377054,0.385617,0.377054,0.385617,2023-03-08 06:00:00,1789286148.933649
22,0.387665,0.39663,0.387665,0.392521,2023-03-08 10:00:00,2025860531.224112
23,0.396422,0.397461,0.393629,0.393629,2023-03-08 14:00:00,2055992820.6451032
24,0.396895,0.39787,0.389287,0.389287,2023-03-08 18:00:00,2057330076.4400785
25,0.389546,0.392952,0.389546,0.391271,2023-03-08 22:00:00,2096164821.9606197
26,0.389737,0.389737,0.387977,0.389645,2023-03-09 02:00:00,2103813130.1620317
27,0.391444,0.394649,0.391444,0.394649,2023-03-09 06:00:00,2079579645.3792999
28,0.394614,0.395528,0.394614,0.394867,2023-03-09 10:00:00,1694276417.8666372
29,0.394687,0.394687,0.387454,0.387454,2023-03-09 14:00:00,1767930930.1417577
30,0.37984,0.37984,0.366799,0.375616,2023-03-09 18:00:00,1880109254.4076498
31,0.373153,0.373153,0.369584,0.370494,2023-03-09 22:00:00,1907338043.3251388
32,0.375372,0.375372,0.36993,0.36993,2023-03-10 02:00:00,1904262124.7955225
33,0.371335,0.371598,0.361285,0.361285,2023-03-10 06:00:00,1974753254.5700874
34,0.364809,0.370989,0.364809,0.367627,2023-03-10 10:00:00,2071667030.3773282
35,0.37115,0.372083,0.366161,0.366161,2023-03-10 14:00:00,1889570947.9102008
36,0.368719,0.372821,0.368719,0.372821,2023-03-10 18:00:00,1593820887.3795002
37,0.371691,0.374017,0.37161,0.372308,2023-03-10 22:00:00,1533443024.618896
38,0.370608,0.370874,0.369402,0.369964,2023-03-11 02:00:00,1260904848.767264
39,0.363547,0.366614,0.363547,0.363796,2023-03-11 06:00:00,1360946609.3713455
40,0.362812,0.363202,0.361775,0.363202,2023-03-11 10:00:00,1181711202.5113022
41,0.363127,0.366359,0.363073,0.366359,2023-03-11 14:00:00,1146885557.992703
42,0.363994,0.365536,0.363511,0.363511,2023-03-11 18:00:00,1134168277.5788836
43,0.366037,0.366346,0.3643,0.3643,2023-03-11 22:00:00,992325825.9531645
44,0.364777,0.364777,0.363764,0.364096,2023-03-12 02:00:00,844886904.9081252
45,0.361209,0.361337,0.360267,0.361337,2023-03-12 06:00:00,764358435.1637204
46,0.362128,0.362128,0.353672,0.353672,2023-03-12 10:00:00,831345891.3816028
47,0.353865,0.365018,0.353865,0.365018,2023-03-12 14:00:00,984412899.4216655
48,0.362015,0.369021,0.362015,0.369021,2023-03-12 18:00:00,1204499052.1002083
49,0.37247,0.375585,0.370408,0.370408,2023-03-12 22:00:00,1417759442.0506613
50,0.367703,0.368009,0.366574,0.366574,2023-03-13 02:00:00,1563206083.2853007
51,0.366156,0.366156,0.360119,0.363664,2023-03-13 06:00:00,1732403161.5649555
52,0.362401,0.375727,0.360142,0.375727,2023-03-13 10:00:00,2068361481.2204602
53,0.377525,0.377691,0.375355,0.377691,2023-03-13 14:00:00,2036425548.5761747
54,0.376604,0.376604,0.373801,0.375149,2023-03-13 18:00:00,1880603926.4135096
55,0.374133,0.374133,0.371105,0.371105,2023-03-13 22:00:00,1709455290.1541488
56,0.372609,0.372609,0.369774,0.37127,2023-03-14 02:00:00,1630032100.5588737
57,0.369716,0.37117,0.367933,0.37117,2023-03-14 06:00:00,1523657024.4128997
58,0.370503,0.385298,0.370503,0.385298,2023-03-14 10:00:00,1572374057.0986729
59,0.385189,0.385189,0.3769,0.3769,2023-03-14 14:00:00,1588879805.8239474
60,0.377473,0.377473,0.373898,0.374863,2023-03-14 18:00:00,1671328916.1414878
61,0.37422,0.376038,0.372957,0.376038,2023-03-14 22:00:00,1655673752.7979584
62,0.375834,0.376753,0.375014,0.375191,2023-03-15 02:00:00,1591603584.9459982
63,0.375652,0.375652,0.370959,0.370959,2023-03-15 06:00:00,1583439343.582542
64,0.371255,0.371255,0.364677,0.364677,2023-03-15 10:00:00,1346612944.212235
65,0.362639,0.364878,0.360818,0.364878,2023-03-15 14:00:00,1316433140.293576
66,0.363331,0.364823,0.362438,0.362438,2023-03-15 18:00:00,1224433592.2436776
67,0.36204,0.363828,0.361343,0.363828,2023-03-15 22:00:00,1212481233.7944307
68,0.365159,0.36762,0.365159,0.36762,2023-03-16 02:00:00,1207023961.1182525
69,0.365565,0.366946,0.365262,0.366946,2023-03-16 06:00:00,1100752398.3660803
70,0.365554,0.365772,0.362962,0.365772,2023-03-16 10:00:00,955235801.9148735
71,0.366105,0.367803,0.366105,0.367803,2023-03-16 14:00:00,832365985.7365459
72,0.368256,0.368538,0.365671,0.368538,2023-03-16 18:00:00,811119958.335515
73,0.368039,0.370637,0.365743,0.370637,2023-03-16 22:00:00,850429725.2769966
74,0.372034,0.373233,0.370668,0.373233,2023-03-17 02:00:00,863936030.8694237
75,0.37232,0.376732,0.370531,0.376732,2023-03-17 06:00:00,950053116.6453048
76,0.380212,0.380212,0.374705,0.374705,2023-03-17 10:00:00,1136811866.022024
77,0.372865,0.376046,0.372091,0.375835,2023-03-17 14:00:00,1173819184.6971877
78,0.376811,0.380799,0.376811,0.380799,2023-03-17 18:00:00,1273453106.852209
79,0.381111,0.385278,0.381111,0.384299,2023-03-17 22:00:00,1393230258.4199152
80,0.386445,0.386944,0.384847,0.384847,2023-03-18 02:00:00,1379042995.5725396
81,0.384172,0.385953,0.381328,0.385953,2023-03-18 06:00:00,1305331798.1260357
82,0.385213,0.385213,0.382838,0.383981,2023-03-18 10:00:00,1135459819.2125454
83,0.379909,0.381731,0.379567,0.381731,2023-03-18 14:00:00,1175003437.6309552
84,0.381692,0.381904,0.378251,0.378251,2023-03-18 18:00:00,1096770219.2144525
85,0.376879,0.379745,0.376879,0.379745,2023-03-18 22:00:00,944796692.8683745
86,0.380345,0.388397,0.380329,0.384481,2023-03-19 02:00:00,1028424996.8406345
87,0.382689,0.390903,0.382689,0.390903,2023-03-19 06:00:00,1194690255.7746572
88,0.397446,0.397446,0.395595,0.395595,2023-03-19 10:00:00,1361787472.0895376
89,0.395241,0.398524,0.394615,0.396552,2023-03-19 14:00:00,1378298543.2393575
90,0.396083,0.396083,0.390121,0.394552,2023-03-19 18:00:00,1440416397.35073
91,0.389287,0.391494,0.389287,0.3899,2023-03-19 22:00:00,1554697520.0064442
92,0.383317,0.385215,0.383317,0.385215,2023-03-20 02:00:00,1572985087.6513515
93,0.386359,0.387344,0.384332,0.384332,2023-03-20 06:00:00,1489804982.4505103
94,0.385087,0.385716,0.382758,0.384183,2023-03-20 10:00:00,1319227483.4046497
95,0.383365,0.383365,0.37734,0.380371,2023-03-20 14:00:00,1359943765.131192
96,0.378607,0.381637,0.378607,0.380231,2023-03-20 18:00:00,1312568131.5969558
97,0.378006,0.385747,0.378006,0.385747,2023-03-20 22:00:00,1314214240.4912448
98,0.384859,0.388697,0.384859,0.388697,2023-03-21 02:00:00,1348821644.3759959
99,0.387992,0.391756,0.387992,0.391756,2023-03-21 06:00:00,1472697829.8012793
100,0.394643,0.427768,0.394643,0.427768,2023-03-21 10:00:00,2556867199.3317156
101,0.428772,0.455995,0.428772,0.454863,2023-03-21 14:00:00,3513476822.985375
102,0.480502,0.493406,0.464311,0.464311,2023-03-21 18:00:00,4568319350.586217
103,0.471945,0.471945,0.457051,0.463593,2023-03-21 22:00:00,5079770182.485224
104,0.462745,0.472599,0.462745,0.466037,2023-03-22 02:00:00,5310350598.178352
105,0.459395,0.459395,0.451063,0.454143,2023-03-22 06:00:00,6429212953.596796
106,0.44716,0.449622,0.444717,0.449622,2023-03-22 10:00:00,5764802725.132437
107,0.438867,0.442365,0.438867,0.441873,2023-03-22 14:00:00,5186070461.944132
108,0.418181,0.428603,0.418181,0.425825,2023-03-22 18:00:00,4506864671.893445
109,0.424991,0.42602,0.419985,0.423379,2023-03-22 22:00:00,4146218191.5818563
110,0.42458,0.434007,0.423385,0.434007,2023-03-23 02:00:00,3568120550.1623874
111,0.452387,0.452387,0.444969,0.446559,2023-03-23 06:00:00,4066952904.386495
112,0.450606,0.450606,0.445673,0.447395,2023-03-23 10:00:00,3977394098.9827
113,0.454215,0.45651,0.440445,0.440445,2023-03-23 14:00:00,2529922703.2266393
114,0.448344,0.44988,0.444985,0.44988,2023-03-23 18:00:00,2294537469.6429935
115,0.44822,0.44822,0.437205,0.437205,2023-03-23 22:00:00,2179873921.6532464
116,0.437134,0.439542,0.436169,0.439352,2023-03-24 02:00:00,1986590510.0579362
117,0.437521,0.437521,0.430426,0.432722,2023-03-24 06:00:00,2117489641.949194
118,0.42724,0.43112,0.42724,0.428428,2023-03-24 10:00:00,1825104147.320883
119,0.430624,0.430624,0.42228,0.427069,2023-03-24 14:00:00,1727871642.76446
120,0.429937,0.429937,0.426373,0.426725,2023-03-24 18:00:00,1716138110.5666108
121,0.430039,0.431743,0.42744,0.430463,2023-03-24 22:00:00,1636505102.6390572
122,0.433256,0.450905,0.433256,0.449315,2023-03-25 02:00:00,1956256409.021051
123,0.450508,0.450601,0.445376,0.450054,2023-03-25 06:00:00,1931929968.7440228
124,0.451422,0.466132,0.449155,0.466132,2023-03-25 10:00:00,2169130464.060067
125,0.462277,0.465022,0.460276,0.464347,2023-03-25 14:00:00,1747863766.9082518
126,0.454142,0.457645,0.448885,0.448885,2023-03-25 18:00:00,2254426598.300608
127,0.449143,0.454769,0.449143,0.453989,2023-03-25 22:00:00,2294258834.7211447
128,0.453694,0.459439,0.45267,0.459439,2023-03-26 02:00:00,2012702483.444155
129,0.461232,0.467283,0.461232,0.462158,2023-03-26 06:00:00,1974940640.0023906
130,0.461178,0.461178,0.450212,0.450212,2023-03-26 10:00:00,1749117374.670679
131,0.450396,0.450526,0.44858,0.448956,2023-03-26 14:00:00,1566368536.5812707
132,0.451135,0.453534,0.446295,0.453534,2023-03-26 18:00:00,1450337505.9255319
133,0.450459,0.454521,0.447203,0.454521,2023-03-26 22:00:00,1525802901.241862
134,0.456824,0.459393,0.452709,0.457865,2023-03-27 02:00:00,1624513829.603876
135,0.460906,0.47037,0.460906,0.468177,2023-03-27 06:00:00,1963121977.690534
136,0.47889,0.484419,0.468697,0.468697,2023-03-27 10:00:00,2722005236.2502856
137,0.462607,0.472726,0.46144,0.472726,2023-03-27 14:00:00,3110483724.5273943
138,0.473061,0.480207,0.473061,0.4794,2023-03-27 18:00:00,3416687804.1969557
139,0.482484,0.482484,0.474263,0.481827,2023-03-27 22:00:00,3643074518.710517
140,0.475972,0.491214,0.475972,0.491214,2023-03-28 02:00:00,3003169247.773235
141,0.484877,0.487577,0.484517,0.487577,2023-03-28 06:00:00,3896168031.979338
142,0.496838,0.502855,0.49616,0.502855,2023-03-28 10:00:00,3433421815.8307724
143,0.50013,0.523249,0.50013,0.523249,2023-03-28 14:00:00,3792789754.7004046
144,0.524212,0.528322,0.523666,0.523666,2023-03-28 18:00:00,4016998761.2571664
145,0.516546,0.528625,0.516546,0.528625,2023-03-28 22:00:00,4145926848.077696
146,0.538411,0.546093,0.53825,0.546093,2023-03-29 02:00:00,3665356298.7332087
147,0.554673,0.576664,0.554673,0.570417,2023-03-29 06:00:00,5099162165.178647
148,0.572257,0.572257,0.547306,0.547306,2023-03-29 10:00:00,5458772283.656994
149,0.545119,0.552805,0.541608,0.552805,2023-03-29 14:00:00,5207422921.501626
150,0.552888,0.552888,0.548431,0.548431,2023-03-29 18:00:00,5031225482.463057
151,0.545396,0.545396,0.531587,0.543594,2023-03-29 22:00:00,5229647788.485045
152,0.536656,0.537778,0.530146,0.537778,2023-03-30 02:00:00,4020651154.6359696
153,0.53957,0.546751,0.532593,0.546751,2023-03-30 06:00:00,4383846961.686525
154,0.550183,0.550183,0.542916,0.544286,2023-03-30 10:00:00,3661234109.983382
155,0.534958,0.539481,0.534067,0.539481,2023-03-30 14:00:00,3481340678.7901006
156,0.540694,0.541719,0.534821,0.534821,2023-03-30 18:00:00,3170922798.8468604
157,0.537231,0.537231,0.53273,0.53273,2023-03-30 22:00:00,2678178958.5654445
158,0.535482,0.546056,0.535482,0.546056,2023-03-31 02:00:00,2557227223.6914997
159,0.537389,0.537389,0.533319,0.533319,2023-03-31 06:00:00,2303224528.150947
160,0.53407,0.535397,0.533246,0.533929,2023-03-31 10:00:00,2146359298.862743
161,0.531612,0.535237,0.531612,0.535237,2023-03-31 14:00:00,2014081324.1833735
162,0.536879,0.545857,0.536879,0.540645,2023-03-31 18:00:00,2114260332.1002848
163,0.538909,0.538909,0.535074,0.535176,2023-03-31 22:00:00,1974915137.989058
164,0.533909,0.534602,0.519089,0.519089,2023-04-01 02:00:00,1957089755.9579732
165,0.511579,0.511579,0.503482,0.509663,2023-04-01 06:00:00,2257588354.415233
166,0.518853,0.518853,0.511442,0.511442,2023-04-01 10:00:00,2173711935.3129334
167,0.513447,0.513586,0.508262,0.511977,2023-04-01 14:00:00,2167756012.73842
168,0.508877,0.51283,0.508877,0.51283,2023-04-01 18:00:00,1966596473.942674
169,0.510864,0.517852,0.504095,0.517852,2023-04-01 22:00:00,2058164814.1826286
170,0.514773,0.519878,0.514773,0.519878,2023-04-02 02:00:00,1783743015.8398144
171,0.515965,0.518805,0.515214,0.518805,2023-04-02 06:00:00,1281842131.6050096
172,0.51649,0.525056,0.513022,0.52147,2023-04-02 10:00:00,1540647655.9125357
173,0.523968,0.527652,0.523968,0.527652,2023-04-02 14:00:00,1591587229.8617544
174,0.522635,0.522737,0.520215,0.52266,2023-04-02 18:00:00,1622166538.9489365
175,0.520236,0.520459,0.510115,0.510115,2023-04-02 22:00:00,1686979715.0477378
176,0.513767,0.513767,0.510839,0.511631,2023-04-03 02:00:00,1713455123.4194205
177,0.515173,0.518055,0.515173,0.516019,2023-04-03 06:00:00,1816502563.3545713
178,0.516121,0.516121,0.509973,0.509973,2023-04-03 10:00:00,1569774448.2187161
179,0.509654,0.513061,0.508982,0.513061,2023-04-03 14:00:00,1590597649.0340507
180,0.511289,0.511289,0.495024,0.495024,2023-04-03 18:00:00,
